,Sentiment,Score,Tweet
1051,Positive,0.25,Joe Biden is winning in rural areas where Sanders romped in 2016
1052,Neutral,0.0,Bernie is a champion of Progressives This said I would venture a guess that 30 who supported him over
1053,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1054,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
1055,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1056,Positive,0.3444444444444444,We re quickly learning from this years primaries that people didn t really love Bernie Sanders in 2016 they just really
1057,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
1058,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1059,Neutral,0.07500000000000001,10 VINCE FOSTER long time associate of The Clinton Machine Was ready to testify against Hillary and somehow shoots himse
1060,Negative,-0.1,SARS was 2002 2003 Clinton was Sec of State 2009 I bet it was when she was under sniper fire as she got off t
1061,Positive,0.3333333333333333,Remember that Clinton had 3M more votes than Trump and the 3rd most vote
1062,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1063,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
1064,Positive,0.35833333333333334,ONLY nominees who win with YOUNG VOTERS in the primary go on to win the general Hillary Bernie Sanders Obama Kerry How
1065,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1066,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1067,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
1068,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1069,Positive,0.5,We truly don t want to hear anything more about Hillary Clinton
1070,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1071,Positive,0.35833333333333334,ONLY nominees who win with YOUNG VOTERS in the primary go on to win the general Hillary Bernie Sanders Obama Kerry How
1072,Positive,0.25,I m well aware of that Just pointing out 3 million Americans wanted Clinton over Trump so it wa
1073,Neutral,0.0,Bernie Sanders and his allies underestimated the role anti Clinton sentiment played in building his 2016 coalition https
1074,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
1075,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
1076,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
1077,Negative,-0.15555555555555559,PREDICTION If Biden becomes the nominee he ll step down at the Democratic National Convention and give the nomination t
1078,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1079,Positive,0.4,Hillary Clinton walking into a working class persons home is still the funniest most powerful image I ve seen
1080,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1081,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
1082,Neutral,0.0,Bernie Sanders and his allies underestimated the role anti Clinton sentiment played in building his 2016 coalition https
1083,Negative,-0.13333333333333333,Perhaps but next week Floria Arizona Ohio and Illinois vote A total of approximately 670 delegates ar
1084,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
1085,Positive,0.35833333333333334,ONLY nominees who win with YOUNG VOTERS in the primary go on to win the general Hillary Bernie Sanders Obama Kerry How
1086,Neutral,0.0,Why would you ever hes literally Hillary Clinton
1087,Negative,-0.15555555555555559,PREDICTION If Biden becomes the nominee he ll step down at the Democratic National Convention and give the nomination t
1088,Neutral,0.0,What do you call it when Donna Brazile leaked debate questions to Hillary Clinton in advance I call that a crime W
1089,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1090,Neutral,0.0,Court rules Hillary Clinton must testify Court rules Cheryl Mills must testify Court authorizes subpoena to Google over Cl
1091,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1092,Neutral,0.1,Oh and what about all the not so classy anti Bernie comments that Hillary Clinton made about Bernie and her ridicul
1093,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1094,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
1095,Negative,-0.1,Turns out rural white voters didn t love Bernie Sanders they just hated Hillary Clinton and probably any woman
1096,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1097,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
1098,Negative,-0.875,Democrat Fantasizes About Hillary Clinton Responding to the Coronavirus Prompting a Brutal Response From James Woods htt
1099,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
1100,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
1101,Neutral,0.0,paranoia I voted for Hillary Clinton in 2016 and learned my lesson Joe Biden and Donald Trump don t deserve my vote
1102,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1103,Neutral,0.0,Court rules Hillary Clinton must testify Court rules Cheryl Mills must testify Court authorizes subpoena to Google over Cl
1104,Neutral,0.0,Zissou2020 But they did the same
1105,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1106,Positive,0.25,Joe Biden is winning in rural areas where Sanders romped in 2016
1107,Neutral,0.11666666666666668,RC So it seems pretty clear now that the majority of Bernie s revolution was just white d
1108,Neutral,0.0,There s no plan there never was Trump s going to blame everyone He s going to blame Obama he s going to blame Nanc
1109,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1110,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
1111,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
1112,Positive,0.3499999999999999,The They are true American women conservative hardworking good mother daughter and wife they don t c
1113,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1114,Neutral,0.0,Damn that takes me back
1115,Negative,-0.06666666666666661,Your bad ass started following you the Democrats are a joke gun control is nothing more then who controls t
1116,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
1117,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
1118,Positive,0.5,Judicial Watch is going to be able to question in person HillaryClinton under oath about her emails and
1119,Positive,0.25,Joe Biden is winning in rural areas where Sanders romped in 2016
1120,Neutral,0.0,In summary Don t be like Hillary Clinton
1121,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
1122,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1123,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1124,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1125,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1126,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1127,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1128,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
1129,Neutral,0.0,I will never forget Hillary
1130,Neutral,0.08,8 But think about it Tulsi is the ONLY Democrat to call out cabal high priestess Hillary Clinton Nobody on the payrol
1131,Positive,0.35833333333333334,ONLY nominees who win with YOUNG VOTERS in the primary go on to win the general Hillary Bernie Sanders Obama Kerry How
1132,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
1133,Positive,0.5,Why are MSNBC s panels and cameo guests made up of so many shills for Bernie Chris Hayes Rachel Michael Moore others
1134,Negative,-0.19999999999999998,No woman is safe from Joe Biden s creepy disposition Not even Hillary Clinton herself Watch as he awkwardly embraces her fo
1135,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1136,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
1137,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
1138,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
1139,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got himself
1140,Neutral,0.0,Hillary Clinton banned
1141,Negative,-0.033333333333333326,joe biden has hillary clinton s awful policy record combined with trump s obvious senility absolutely incredible to wat
1142,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1143,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1144,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1145,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1146,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
1147,Positive,0.4,Hillary Clinton Takes Shot At Melania Trump IF YOU THINK HILLARY IS A WASHED UP POLITICIAN FILLED WITH NO CLASS
1148,Neutral,0.0666666666666667,I can t believe the Dems are actually nominating Joe fucking Biden lol They may as well have just run Hillary Clinton
1149,Neutral,0.0,I d like to think Hillary Clinton is somewhere tonight sipping a glass of child cum and saying simply Told you
1150,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1151,Positive,0.5,Yeah I m sure Hillary Clinton will not be remembered for anything Also I love how y all are making this about Sanders It
1152,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1153,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1154,Positive,0.2875,knight Becoming more obvious that tons of people who voted Bernie in 16 were really just voting against Hillary Clinton Demora
1155,Negative,-0.033333333333333326,joe biden has hillary clinton s awful policy record combined with trump s obvious senility absolutely incredible to wat
1156,Negative,-0.6,President Trump was so desperate to avoid facing Joe Biden in November that he engaged in dirty tricks that got him
1157,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1158,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1159,Positive,0.6,In the upcoming docuseries Hillary said nobody liked Sanders or wanted to work with him that he got nothing done
1160,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1161,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1162,Positive,0.25,Joe Biden is winning in rural areas where Sanders romped in 2016
1163,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1164,Neutral,0.0,Hillary Clinton is still a prison candidate Federal judge assures Americans
1165,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1166,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1167,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1168,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1169,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1170,Neutral,0.0,Yes in 2016 with Hillary Clinton
1171,Neutral,0.0,AWP 2042 Session Hillary Clinton and Olivia Hussey CallforPapers
1172,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
1173,Positive,0.21428571428571427,Bernie Sanders Revolution was some bullshit that was given life because certain segments of the electorate and the med
1174,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1175,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1176,Positive,0.3833333333333333,I really want to know why so many black people want to vote biden Beyond being Obama s best friend and
1177,Neutral,0.0,Would Hillary Clinton quit in his shoes give him some space the way everyone was saying abou
1178,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1179,Positive,0.2875,knight Becoming more obvious that tons of people who voted Bernie in 16 were really just voting against Hillary Clinton Demora
1180,Neutral,0.0,The American people are fed up with the two tiered justice system in America especially when it comes to the Biden fa
1181,Negative,-0.15555555555555559,PREDICTION If Biden becomes the nominee he ll step down at the Democratic National Convention and give the nomination t
1182,Neutral,0.0,Court rules Hillary Clinton must testify Court rules Cheryl Mills must testify Court authorizes subpoena to Google over Cl
1183,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1184,Neutral,0.0,BIG Hillary Clinton Ordered By Federal Court To Testify to On Email Scandal PLUS Schumer Threatens Supreme C
1185,Positive,0.45,uprising These are cable news picks as the most electable Democrat in a contested primary this century 2000 Al Gore 2004 John
1186,Positive,0.8,Instead of booing Hillary Clinton looks like Rep Tlaib should have been helping Bernie win some votes in Michigan
1187,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1188,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1189,Positive,0.34285714285714286,In the 2016 Missouri Primary Hillary Clinton had 312 285 votes Right now Joe Biden has 399 709 with mail ins not counted
1190,Positive,0.25,Joe Biden is winning in rural areas where Sanders romped in 2016
1191,Positive,0.2142857142857143,Turns out there s nothing that Hillary Clinton can t do She made an otherwise electorally limited socialist a plausible can
1192,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1193,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1194,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
1195,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1196,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1197,Neutral,0.0,That boat has sailed Hillary Clinton
1198,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
1199,Positive,0.3499999999999999,The They are true American women conservative hardworking good mother daughter and wife they don t c
1200,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1201,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 One reason
1202,Neutral,0.0,Oh my God person complaining about Warren not endorsing Sanders Where were you in 2016 when Bernie was foot dra
1203,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1204,Positive,0.25,E ven among many Trump voters when asked how they feel about the direction of the country they share a deep sense of co
1205,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1206,Positive,0.3499999999999999,The They are true American women conservative hardworking good mother daughter and wife they don t c
1207,Negative,-0.875,Democrat Fantasizes About Hillary Clinton Responding to the Coronavirus Prompting a Brutal Response From James Woods htt
1208,Neutral,0.2,If you really cared about beating Trump you d do two things 1 Vote Biden in November 2 Admit Hillary Clinton lost 2016 b
1209,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1210,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1211,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1212,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
1213,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1214,Positive,0.45,uprising These are cable news picks as the most electable Democrat in a contested primary this century 2000 Al Gore 2004 John
1215,Neutral,0.0,I just know hillary clinton blasts the man by taylor swift
1216,Positive,0.3666666666666667,Biden is wildly overperforming Clinton against a Sanders campaign that is much better organized and has a lot more money t
1217,Neutral,0.0,Court rules Hillary Clinton must testify Court rules Cheryl Mills must testify Court authorizes subpoena to Google over Cl
1218,Neutral,0.0,Hillary Clinton is a transphobe Keep licking them boots
1219,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
1220,Positive,0.24999999999999997,To be fair Joe Biden has a lot fewer dead friends than Hillary Clinton
1221,Positive,0.35833333333333334,ONLY nominees who win with YOUNG VOTERS in the primary go on to win the general Hillary Bernie Sanders Obama Kerry How
1222,Positive,0.35833333333333334,ONLY nominees who win with YOUNG VOTERS in the primary go on to win the general Hillary Bernie Sanders Obama Kerry How
1223,Negative,-0.1,Joe Biden comes out on the convention center stage to claim the nomination psyche It is Hillary Clinton wearing a Joe
1224,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
1225,Positive,0.5,Judicial Watch is going to be able to question in person HillaryClinton under oath about her emails and
1226,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1227,Neutral,0.0,nypost Here s Michael Goodwin is saying the same thing except I sa
1228,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1229,Negative,-0.875,Democrat Fantasizes About Hillary Clinton Responding to the Coronavirus Prompting a Brutal Response From James Woods htt
1230,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1231,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
1232,Neutral,0.0,Hillary Clinton is not above the law yet she has a record of contempt for the rule of law Our leaders are bound by the
1233,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1234,Negative,-0.4,Fuck all these commentators with their 15 minutes of fame trashing Hillary Clinton on tonight
1235,Negative,-0.21428571428571427,Hillary Clinton hasn t had anything stiff since Woodstock
1236,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1237,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1238,Negative,-0.4,What a pathetic place to let yourself wind up Would I support Biden Haha gotch
1239,Positive,0.3,We uncovered the Clinton email scandal and we re pleased that the court authorized us to depose Mrs Clinton directly o
1240,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1241,Negative,-0.4,Scott Some of his base were not Dems the only perso
1242,Positive,0.5,Judicial Watch is going to be able to question in person HillaryClinton under oath about her emails and
1243,Positive,0.26666666666666666,One thing is proven tonight with tremendous finality 25 years of demonizing Hillary Rodham Clinton really worked in
1244,Neutral,0.0,Woah s tech guy has me blocked This is unnerving Hillary Clinton cited my work but this is what her former t
1245,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1246,Positive,0.4666666666666667,Joe Biden won many areas in Michigan on Tuesday that Bernie Sanders carried easily against Hillary Clinton in 2016 O
1247,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply My husband was close wit
1248,Negative,-0.8,I also think Hillary Clinton is somewhere doing something annoying
1249,Neutral,0.0,Without Hillary Clinton In The Race Bernie Sanders Rural Edge Disappeared
1250,Positive,0.8,Instead of booing Hillary Clinton looks like Rep Tlaib should have been helping Bernie win some votes in Michigan
1251,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1252,Positive,0.39999999999999997,John Kerry Hillary Clinton and Joe Biden 3 safe candidates who are are absolutely incapable of winning an election VoteBernie
1253,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1254,Neutral,0.0,But Hillary doesn t that include your harassing and trying to silence victims of Bill Surprise you re definitely a
1255,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1256,Neutral,0.0,I can t help thinking about this Biden isn t that much different from Hillary Clinton on the issues Big difference she
1257,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1258,Neutral,0.0,I d like to think Hillary Clinton is somewhere tonight trying to claw her way out of Hell before be
1259,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1260,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1261,Neutral,0.1,That s what happened in 2016 when the majority of the country voted for Hillary Clinton Direct democracy doesn t e
1262,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1263,Negative,-0.15000000000000002,Joe Biden is a worse candidate than Hillary Clinton in every conceivable way The fact that he s outperforming her numbers a
1264,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1265,Negative,-1.0,Bernie Sanders Blasts Hillary Clinton s Refusal to Debate as promised Insulting to Voters ABC News via
1266,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1267,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1268,Negative,-0.125,After tonight Joe Biden will likely be the Democrat nominee for President Between Hunter and James Biden s shady and
1269,Negative,-0.10714285714285714,I d like to think Hillary Clinton is somewhere tonight sipping a stiff drink and saying simply Told you
1270,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1271,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1272,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1273,Neutral,0.2,If you really cared about beating Trump you d do two things 1 Vote Biden in November 2 Admit Hillary Clinton lost 2016 b
1274,Positive,0.35833333333333334,ONLY nominees who win with YOUNG VOTERS in the primary go on to win the general Hillary Bernie Sanders Obama Kerry How
1275,Positive,0.6,In the upcoming docuseries Hillary said nobody liked Sanders or wanted to work with him that he got nothing done
1276,Negative,-0.18214285714285716,You are right Hillary Clinton herself has admitted that her campaign was indeed very flawed And it was
1277,Positive,0.3833333333333333,epic I loved when Hillary Clinton smashed the glass ceiling and the projector did the cool thing where it rained g
1278,Neutral,0.1,With Joe Biden over performing Hillary Clinton in Missouri and Michigan by what looks to be considerable margins we a
1279,Positive,0.36363636363636365,90 of people vote for who they like more Democratic boomers still have a positive view o
1280,Neutral,0.0,McCormick uncoolniece Bernie did 39 rallies for Clinton
1281,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
1282,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
1283,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1284,Neutral,0.0,I d like to think Hillary Clinton is somewhere tonight sipping a glass of child cum and saying simply Told you
1285,Neutral,0.0,One Biden will be the nominee in name only He will be Dem s Front Man a Puppet a cardboard c
1286,Neutral,0.0,But Hillary doesn t that include your harassing and trying to silence victims of Bill Surprise you re definitely a
1287,Neutral,0.0,Democrats gave us Hillary Clinton in 2016 Democrats will likely give us Joe Biden in 2020 And if they know you ll ke
1288,Neutral,0.0,Without Hillary Clinton In The Race Bernie Sanders Rural Edge Disappeared
1289,Negative,-0.19999999999999998,Let me be as clear as I can be BernieOrBust If we wanted a corrupt racist Republican Wall Street warmonger as Presid
1290,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1291,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1292,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1293,Positive,0.25625,QAnon2020 WWG1WGA GreatAwakening Here s another good little nugget
1294,Positive,0.5,Judicial Watch is going to be able to question in person HillaryClinton under oath about her emails and
1295,Negative,-0.033333333333333326,joe biden has hillary clinton s awful policy record combined with trump s obvious senility absolutely incredible to wat
1296,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1297,Negative,-0.15000000000000002,Joe Biden is a worse candidate than Hillary Clinton in every conceivable way The fact that he s outperforming her numbers a
1298,Neutral,0.0,We know that the Clinton campaign started pushing this narrative from the beginning As tweeted in 2016 Maybe
1299,Neutral,0.0,Biden will be the nominee in name only He will be Dem s Front Man a Puppet a cardboar
1300,Neutral,0.0,Remember When Hillary Clinton Asked China To Look Into Trumps Tax Returns She did this on national television This need
1301,Neutral,0.0,Clinton will be joe s running mate she will announce this at the convention She threatened Warren to m
1302,Neutral,0.0,lechat Just remember Hillary clinton lost to trump because she didnt have bernie supporters If bernie drops now I wont vote
1303,Positive,0.4,Hillary Clinton Takes Shot At Melania Trump IF YOU THINK HILLARY IS A WASHED UP POLITICIAN FILLED WITH NO CLASS
1304,Neutral,0.0,Court rules Hillary Clinton must testify Court rules Cheryl Mills must testify Court authorizes subpoena to Google over Cl
1305,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1306,Neutral,0.175,Hillary will slowly start start to become more and more present as a test to see how Biden Clinton does while leavi
1307,Neutral,0.0,Hillary Clinton lied under oath John Brennan lied under oath James Comes lied under oath Andrew McCable lied unde
1308,Positive,0.4,Will definitely go to bed happy knowing that Joe Biden has been nominated I fervently hope that Bernie Sanders joins Joe i
1309,Neutral,0.0,Hillary Clinton There are some legitimate concerns about trannies erasing women s lived experiences Clymer
1310,Negative,-0.5,vids who imaginary hillary clinton is talking to or what she told them is unspecified here because it is irrelevant the importa
1311,Neutral,0.0,Could we now launch an investigation into She was the one who staged that phony outrage
1312,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1313,Positive,0.4333333333333333,12 The Bronfman Family are strong backers of Hillary giving over 300k and contributing to the Clinton Defense Fund
1314,Neutral,0.0,This is your daily reminder that Chuck Schumer threatened two conservative Justices by name last week Nothing has been
1315,Positive,0.24999999999999997,To be fair Joe Biden has a lot fewer dead friends than Hillary Clinton
